productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1126,CropMax,Urea Fertilizer,Chemical Fertilizer,1000,919,8,INR,Same Day Delivery,06-08-2025,Canister,India,http://drive.google.com/thumbnail?id=1ned9_DmF1kaJ8Bf0x2VR_vpKULxNvkSH&sz=s412,"Get exceptional growth with Urea Fertilizer, your plants' best ally.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Suresh,"Better than expected, highly effective.",Kunal,"Easy to use, results are visible within weeks.",Sonal,"Highly effective for my garden, plants are thriving!",Kiran,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.",Improves soil aeration and water retention.,"Give your plants a boost with Urea Fertilizer, enhancing overall plant vitality.",18:06:06
1127,GreenGrow,Calcium Nitrate,Chemical Fertilizer,979,941,4,INR,Free Shipping,21-03-2026,Canister,India,http://drive.google.com/thumbnail?id=1-ICH7Me-1o8QWkAx9TRaVbfu6zj8NuPV&sz=s412,"Calcium Nitrate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Ramesh,"Good quality fertilizer, improved soil health significantly.",Harini,"Would buy again, very satisfied.",Jagadeesh,"Easy to use, results are visible within weeks.",Neha,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Calcium Nitrate guarantees optimal nutrient release, keeping plants healthy for weeks.",18:09:04
1128,CropMax,Compost Plus,Chemical Fertilizer,430,396,8,INR,Same Day Delivery,30-11-2028,Bottle,India,http://drive.google.com/thumbnail?id=1q27EqcbUxqkEdBB6zpJlZsCOZ2-9GwtN&sz=s412,Give your plants the nourishment they deserve with Compost Plus.,"Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Sonal,My flowers are thriving thanks to this compost!,Manish,"Worked wonders for my plants, great quality.",Neha,"Impressive results, easy to apply.",Kunal,250grms,750grms,2kgs,5kg,Balances soil pH for optimal plant health.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Compost Plus guarantees optimal nutrient release, keeping plants healthy for weeks.",18:07:03
1129,SoilSaver,DAP (Di-Ammonium Phosphate),Chemical Fertilizer,316,289,9,INR,Same Day Delivery,16-08-2025,Bottle,India,http://drive.google.com/thumbnail?id=1FXXXnk20FGRYMftBYIBj4k-_4-qPT3a_&sz=s412,"DAP (Di-Ammonium Phosphate) boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Manish,"Highly effective for my garden, plants are thriving!",Pooja,My crops have never been healthier!,Rajesh,"Easy to use, results are visible within weeks.",Ananya,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"DAP (Di-Ammonium Phosphate) guarantees optimal nutrient release, keeping plants healthy for weeks.",15:10:04
1130,AgriBoost,Potash Boost,Bio-Fertilizer,939,908,3,INR,Standard Delivery,10-11-2029,Bottle,India,http://drive.google.com/thumbnail?id=1rEv0HqoDvtmeKfg6fO-OMWAMQIT483Sy&sz=s412,"Maximize your garden's potential with Potash Boost, specially formulated for robust development.","Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Amit,Plants look greener and healthier now.,Shiva,"Worked wonders for my plants, great quality.",Rajesh,"Good quality fertilizer, improved soil health significantly.",Manish,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Helps balance soil pH for better nutrient uptake and plant health.,"Formulated for Potash Boost, enhancing your soil's fertility and plant resilience.",20:10:04
1131,EcoFert,Calcium Nitrate,Bio-Fertilizer,488,388,23,INR,Free Shipping,17-12-2026,Bag,India,http://drive.google.com/thumbnail?id=1AHwreQVfxQAMLgTm1n7XEJW4h_hz1v-G&sz=s413,"Calcium Nitrate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Amit,My crops have never been healthier!,Neha,"Easy to use, results are visible within weeks.",Priya,"Good quality fertilizer, improved soil health significantly.",Suresh,250grms,750grms,2kgs,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Enhances root growth and strengthens plant immunity.,"Formulated for Calcium Nitrate, enhancing your soil's fertility and plant resilience.",15:08:03
1132,SoilSaver,Sulphur Granules,Chemical Fertilizer,461,439,5,INR,Free Shipping,12-05-2025,Bag,India,http://drive.google.com/thumbnail?id=1Xs5LJUkcZFIgYnzm_vwZdSuP0J4Zcx7P&sz=s413,"Maximize your garden's potential with Sulphur Granules, specially formulated for robust development.","Ensure vibrant plant life with Sulphur Granules, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Sanjeev,"Easy to use, results are visible within weeks.",Manish,"Would buy again, very satisfied.",Rajesh,Boosted plant growth significantly.,Meera,250grms,750grms,2kgs,5kg,Helps balance soil pH for better nutrient uptake and plant health.,Enriched with essential nutrients for faster growth.,"Formulated for Sulphur Granules, enhancing your soil's fertility and plant resilience.",22:08:04
1133,AgriBoost,Micronutrient Mix,Organic Fertilizer,459,397,14,INR,Free Shipping,24-12-2025,Bottle,India,http://drive.google.com/thumbnail?id=1YmCtiTPbmJw-kVXalE8w1uvdN03TA-_d&sz=s413,Give your plants the nourishment they deserve with Micronutrient Mix.,"Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Amit,"Highly effective for my garden, plants are thriving!",Harini,"Better than expected, highly effective.",Shiva,"Impressive results, easy to apply.",Anjali,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Give your plants a boost with Micronutrient Mix, enhancing overall plant vitality.",22:08:04
1134,EcoFert,Compost Plus,Chemical Fertilizer,331,285,15,INR,Same Day Delivery,08-03-2025,Bottle,India,http://drive.google.com/thumbnail?id=1JoDOemXqAIflIgaJKVZPbRItp_H7RQQq&sz=s413,Give your plants the nourishment they deserve with Compost Plus.,"Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Neha,"Perfect for organic gardening, very effective.",Manish,My flowers are thriving thanks to this compost!,Harini,Noticeable improvement in soil fertility.,Meghana,250grms,500g,2kgs,5kg,Balances soil pH for optimal plant health.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","With Compost Plus, enjoy healthier plants with faster root development.",15:08:06
1135,GreenGrow,Urea Fertilizer,Bio-Fertilizer,974,923,5,INR,Standard Delivery,27-03-2026,Bag,India,http://drive.google.com/thumbnail?id=19EN6FN9vY2KGv6SQIFA81IZ7yqH3UAwX&sz=s413,"Urea Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Amit,"Easy to use, results are visible within weeks.",Deepak,"Impressive results, easy to apply.",Ramya,"Good value for money, effective results.",Shiva,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Formulated for Urea Fertilizer, enhancing your soil's fertility and plant resilience.",20:06:04
1136,GreenGrow,Sulphur Granules,Organic Fertilizer,505,444,13,INR,Same Day Delivery,27-06-2026,Bottle,India,http://drive.google.com/thumbnail?id=1jjAyMGAtl2uj_dWqQWC4M3sFrl7QokEV&sz=s413,"Sulphur Granules boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Sulphur Granules, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Priya,"Easy to use, results are visible within weeks.",Amit,My crops have never been healthier!,Rohan,My crops have never been healthier!,Jagadeesh,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Sulphur Granules guarantees optimal nutrient release, keeping plants healthy for weeks.",18:06:04
1137,EcoFert,Bio Phosphate,Organic Fertilizer,608,577,5,INR,Standard Delivery,30-06-2025,Bottle,India,http://drive.google.com/thumbnail?id=1fZwGOr3SJ9oKTClAAg-EMJ3LyWu9Ri9Z&sz=s413,"Bio Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Good value for money, effective results.",Rajesh,Plants look greener and healthier now.,Vikram,"Good value for money, effective results.",Divya,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",20:09:04
1138,SoilSaver,Humic Acid Fertilizer,Chemical Fertilizer,806,763,5,INR,Free Shipping,15-03-2026,Bag,India,http://drive.google.com/thumbnail?id=1xX4t6xnk_D1JCEvGi1p5srBfjsWy5G80&sz=s413,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Suresh,"Easy to use, results are visible within weeks.",Harini,"Highly effective for my garden, plants are thriving!",Pooja,Boosted plant growth significantly.,Vikram,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"With Humic Acid Fertilizer, enjoy healthier plants with faster root development.",22:06:05
1139,GreenGrow,Potash Boost,Organic Fertilizer,704,660,6,INR,Free Shipping,29-12-2026,Bag,India,http://drive.google.com/thumbnail?id=16foI0yQD_8WGC38yyIwvcK8K9lIHpir7&sz=s413,Give your plants the nourishment they deserve with Potash Boost.,"Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Easy to use, results are visible within weeks.",Suresh,My crops have never been healthier!,Anil,"Better than expected, highly effective.",Ramya,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Improves soil moisture retention, reducing the need for frequent watering.","Potash Boost guarantees optimal nutrient release, keeping plants healthy for weeks.",20:06:04
1140,AgriBoost,Organic Manure,Bio-Fertilizer,602,522,14,INR,Same Day Delivery,02-08-2027,Canister,India,http://drive.google.com/thumbnail?id=1O9RxvyZ1H-mbrmuQCwSXscjiiplo6CFv&sz=s413,Give your plants the nourishment they deserve with Organic Manure.,"Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Deepak,"Good quality fertilizer, improved soil health significantly.",Harini,"Impressive results, easy to apply.",Thanuja,"Excellent product, highly recommended!",Shiva,250grms,750grms,2kgs,5kg,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.",Enhances root growth and strengthens plant immunity.,"With Organic Manure, enjoy healthier plants with faster root development.",16:10:03
1141,CropMax,Bio Phosphate,Bio-Fertilizer,532,453,16,INR,Same Day Delivery,10-03-2026,Bottle,India,http://drive.google.com/thumbnail?id=130nQe66av_hyMLTrQ_8VthMCRFyVhVQz&sz=s414,Give your plants the nourishment they deserve with Bio Phosphate.,"Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Sonal,"Easy to use, results are visible within weeks.",Harini,"Worked wonders for my plants, great quality.",Neha,"Would buy again, very satisfied.",Anil,250grms,750grms,2kgs,5kg,"Maintains effectiveness for longer periods, ensuring durability in storage.","Ideal for all plant types, including flowers, vegetables, and lawns.","Bio Phosphate guarantees optimal nutrient release, keeping plants healthy for weeks.",16:09:06
1142,GreenGrow,Micronutrient Mix,Bio-Fertilizer,947,851,11,INR,Standard Delivery,07-04-2027,Canister,India,http://drive.google.com/thumbnail?id=16VRo_1jHTLOy00kwovkQW93_KKTVlGmE&sz=s414,"Maximize your garden's potential with Micronutrient Mix, specially formulated for robust development.","Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Easy to use, results are visible within weeks.",Suresh,"Excellent product, highly recommended!",Anil,"Excellent product, highly recommended!",Meera,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.",Enhances root growth and strengthens plant immunity.,"With Micronutrient Mix, enjoy healthier plants with faster root development.",18:10:04
